PAN Card Number,Age,Occupation,Annual Income,Property Tax Paid,School Fees,Grocery Expenses,Healthcare Costs,Lifestyle Expenditure,Bank Balance,Loan Amount,Income Declared,Estimated Actual Income,Fraud Flag,Total Expenses
ABC886,20,Self-Employed,697473,49368,29513,9320,2324,16312,32160,8203,336246,669558.2306942107,1,147200
ABC955,25,Employee,107425,34559,17379,17442,8243,37589,113304,47416,290432,115687.44515315429,0,275932
ABC405,40,Student,747683,13130,17986,17083,3478,10115,65547,3261,365812,807509.9881676903,1,130600
ABC906,38,Student,272851,13049,29906,16633,2489,17165,60498,25207,306218,229200.63628396846,0,164947
ABC680,48,Self-Employed,516669,47755,8889,19368,4150,67907,86479,7532,310768,497836.2240692577,1,242080
ABC224,46,Student,652689,10043,26485,16489,6720,70068,72806,10408,234303,746806.675644647,1,213019
ABC955,29,Student,204458,40405,7124,14783,6855,52362,119730,28023,127419,227470.62462792863,1,269282
ABC662,32,Student,707028,44493,6308,10192,6312,41696,44662,52802,171050,841590.086944987,1,206465
ABC706,59,Student,517139,10161,20903,6740,3210,60580,76495,21949,107993,456818.84044368175,1,200038
ABC642,43,Entrepreneur,628833,24524,8430,8089,9818,12741,101249,5536,102552,748319.3164614552,1,170387
ABC411,30,Student,357977,20653,8727,5359,2942,30828,102077,55474,245294,383835.46951548336,1,226060
ABC631,51,Retired,50368,32085,23590,13918,8562,22574,99407,12211,204973,60376.83149630398,0,212347
ABC688,25,Entrepreneur,683432,22807,12382,6716,9818,29964,14082,9539,86989,750593.7581927581,1,105308
ABC152,37,Self-Employed,161130,27804,28117,17391,9921,30523,63920,8584,399395,137821.727775158,0,186260
ABC721,59,Student,554780,39109,10805,12662,3513,16227,133986,21751,346152,599076.4988968488,1,238053
ABC875,50,Student,589674,10588,19311,12309,3151,58147,136998,38296,265809,533869.8933751675,1,278800
ABC338,34,Retired,68085,47453,24575,14567,4625,38236,120709,17086,149032,65247.408749248,0,267251
ABC695,48,Employee,442268,45589,26088,12245,3066,14595,56634,2824,153752,463008.8943684073,1,161041
ABC954,22,Retired,652600,12501,13468,15220,4363,76051,72994,28167,316098,650201.8064236316,1,222764
ABC659,45,Entrepreneur,329005,26708,13331,12257,9605,60029,131970,28087,145839,363190.64558794146,1,281987
ABC802,48,Retired,712823,34863,13243,18708,6887,18418,10140,23368,218738,784406.5498481267,1,125627
ABC705,52,Retired,202594,47110,24687,12951,4808,24372,64371,4697,167998,162348.0341608324,0,182996
ABC665,46,Retired,186851,38135,27981,11340,6891,71156,43834,26233,241039,182586.97086097018,0,225570
ABC408,39,Retired,440000,34454,29113,13152,6190,30376,18384,6890,24686,513284.076628673,1,138559
ABC118,34,Entrepreneur,652470,41584,20547,14930,2003,39319,51063,25516,25485,612980.2516087982,1,194962
ABC715,40,Entrepreneur,95848,11527,27926,18772,2635,56926,24368,38055,278716,81621.66988214782,0,180209
ABC462,22,Employee,392936,49245,10977,9125,3249,37195,109873,48969,159265,396415.4182956926,1,268633
ABC148,26,Self-Employed,425398,17429,27539,9970,7350,18587,57254,29827,364119,391726.1342316336,1,167956
ABC980,42,Retired,520450,19118,17693,9425,4848,35696,100517,7949,89043,583418.4263672199,1,195246
ABC609,51,Self-Employed,648285,29033,24463,18835,7100,63561,36353,19935,131205,671382.7435442853,1,199280
ABC492,35,Self-Employed,239380,33546,24735,18448,5190,72120,91696,21687,274021,223267.62630443895,0,267422
ABC909,33,Employee,530980,34396,21316,15916,5028,66628,144422,53093,378955,635950.7549856188,1,340799
ABC329,60,Student,271778,18125,29893,7560,9289,28153,28389,14911,278626,318938.9522060109,1,136320
ABC928,43,Entrepreneur,798869,20255,25582,9914,8582,58941,69023,2274,34143,666841.9403539827,1,194571
ABC562,20,Employee,99241,10377,18239,13192,8431,61237,138473,53571,294380,96587.72282105869,0,303520
ABC394,28,Self-Employed,367559,18716,21818,11210,3817,36362,84568,14501,242733,414723.35128394194,1,190992
ABC520,34,Student,389942,31440,13649,11921,2256,41250,90792,9570,193706,466461.9005269,1,200878
ABC220,51,Entrepreneur,714872,21752,27928,16841,6002,12588,12958,8127,338318,765224.6683488858,1,106196
ABC594,41,Entrepreneur,270902,40902,26679,8022,2648,11562,39240,6848,310971,260395.19638226717,0,135901
ABC512,52,Entrepreneur,475720,35885,16529,15566,5194,28021,35311,1826,159918,449265.4537652349,1,138332
ABC283,36,Student,400539,47701,15908,16633,9280,47169,55843,12733,368984,401812.00454366556,1,205267
ABC514,60,Entrepreneur,684305,33046,22997,18752,6531,48993,149511,38218,224299,809578.3813254171,1,318048
ABC659,32,Student,510100,47876,29929,19230,4006,46024,72478,516,365677,500949.1812379,1,220059
ABC223,41,Employee,618743,20240,28463,10734,8566,74509,17017,6268,236883,689829.5794901456,1,165797
ABC763,40,Self-Employed,562266,37826,21166,5255,7649,49253,136570,58347,22821,490033.9363755716,1,316066
ABC260,51,Retired,134866,42998,10960,14144,7142,58094,102280,40941,363760,112103.24621418305,0,276559
ABC982,30,Entrepreneur,591090,10076,21620,8418,8889,32795,106813,30378,49690,550667.3224651559,1,218989
ABC550,47,Entrepreneur,602747,38192,28184,12424,8118,33118,68316,54607,324637,538621.2164487941,1,242959
ABC820,53,Employee,198396,17274,24571,9090,9706,32934,37990,38804,196012,206834.07476154703,1,170369
ABC253,26,Retired,581802,32752,10356,11321,4423,19144,20240,35794,218501,501623.98277225945,1,134030
ABC843,47,Student,765322,47337,16727,8929,3051,54730,106457,29187,256744,725604.8717741425,1,266418
ABC778,21,Student,649785,45793,14092,11805,4390,17738,74821,6894,135087,574473.3307310045,1,175533
ABC418,54,Student,190065,19010,11275,14047,2658,47026,62501,29204,369412,219791.92441879437,0,185721
ABC100,33,Employee,710148,40978,29809,10620,2291,62653,111867,51316,325865,607855.3024182168,1,309534
ABC998,53,Employee,442866,45586,11781,17953,7430,54642,111532,42785,388967,403865.77820769843,1,291709
ABC374,22,Student,563273,12698,11521,11510,4443,43001,124753,46531,313860,646775.6984523847,1,254457
ABC412,24,Employee,691336,47021,22577,12902,6237,46450,56570,35885,63313,707248.5271986424,1,227642
ABC899,41,Employee,112517,33412,15223,8823,4803,49480,34894,43587,183759,103872.69824304734,0,190222
ABC900,27,Student,750414,33754,15933,13490,8197,35308,46996,58456,277481,707625.7338985668,1,212134
ABC863,51,Retired,613659,30412,7026,19078,3605,53516,148107,49072,365196,596119.9958175423,1,310816
ABC569,59,Student,574839,38723,27013,16477,3382,25547,118072,11907,148826,520101.2276861166,1,241121
ABC529,33,Self-Employed,623996,21363,24601,11255,8931,63955,115619,7592,331267,678069.4765566275,1,253316
ABC936,36,Retired,184392,19646,24016,5477,4692,30373,138769,18766,300038,204202.07724880203,0,241739
ABC769,37,Employee,163747,22581,9885,5921,3437,62211,99682,43585,126931,156890.4664546186,1,247302
ABC414,53,Student,556722,48754,13700,6459,7088,27350,122202,31197,172671,572136.9151361604,1,256750
ABC167,51,Employee,385868,41125,27487,19110,6452,64194,116234,57387,229450,350723.64843709033,1,331989
ABC642,36,Employee,301565,45640,23923,11301,2285,11042,10999,24047,341903,258583.43201086987,0,129237
ABC501,36,Student,188865,40672,6631,10191,7651,10961,32130,50187,150038,183668.690115624,1,158423
ABC891,26,Self-Employed,488386,38994,16420,16775,6525,65190,134590,4767,82522,478172.82552808226,1,283261
ABC480,28,Entrepreneur,651086,10400,14908,13309,6524,48830,24903,32067,222290,590530.4259166192,1,150941
ABC261,42,Self-Employed,333376,45317,27664,7138,6571,42075,23928,23006,130024,349213.24946375075,1,175699
ABC486,24,Retired,530428,33191,14157,18139,3476,50626,68743,20186,175170,443869.5034761491,1,208518
ABC187,20,Entrepreneur,695564,25201,23588,10115,5976,58198,28671,1841,307778,780717.9971223345,1,153590
ABC424,55,Entrepreneur,650225,37875,6167,5359,6109,60854,32561,8378,62054,607909.9056069963,1,157303
ABC664,60,Self-Employed,323580,35581,20493,5491,4177,35957,87290,39394,128339,267634.92148791294,1,228383
ABC304,32,Employee,734672,24294,5656,17220,9583,20068,68263,52072,281548,643948.0458213821,1,197156
ABC276,54,Entrepreneur,397650,37192,29526,10314,5978,25612,134438,36019,331105,426275.3434490942,1,279079
ABC553,60,Employee,397039,34995,11437,13441,2592,24669,120018,7133,179398,334658.3352892559,1,214285
ABC204,46,Entrepreneur,642736,48286,29630,13576,4213,74826,138715,27716,395445,656310.1941896274,1,336962
ABC110,21,Entrepreneur,448622,19842,26071,17654,9602,46068,46977,38438,306389,489837.57036773016,1,204652
ABC960,50,Retired,232541,45414,25845,19864,9139,79697,57026,20031,129893,192028.65334760427,1,257016
ABC146,41,Entrepreneur,482225,17053,6586,15544,6039,65555,83624,41101,220877,441139.09544317896,1,235502
ABC484,53,Entrepreneur,158803,35328,18955,17070,5191,43661,124657,908,33944,160953.4590040862,1,245770
ABC590,22,Retired,700452,31346,19159,18646,9365,55230,108733,52310,356763,747557.1592657303,1,294789
ABC973,36,Self-Employed,327892,10147,29392,6471,9041,74023,36126,24994,253186,272237.00027332694,1,190194
ABC360,40,Student,495310,47312,29577,10831,4153,57875,121011,19781,265421,464037.965007783,1,290540
ABC353,24,Self-Employed,418465,33878,16813,17090,3655,60070,21257,7286,124691,469069.0466133614,1,160049
ABC525,45,Self-Employed,771607,30648,8216,14062,2463,56626,137993,42788,146055,787902.5769109065,1,292796
ABC305,56,Entrepreneur,206599,19391,17258,7048,9734,33548,110102,32779,45792,242013.4545825692,1,229860
ABC141,30,Self-Employed,437177,22461,11524,10554,7176,12517,97359,23603,137065,451543.18352970626,1,185194
ABC126,46,Retired,396630,21084,7017,5374,3992,79452,93381,23518,133960,442661.1910691969,1,233818
ABC433,56,Student,485132,12709,17960,10862,5951,63951,73937,41020,303162,518516.9826763624,1,226390
ABC363,50,Student,703671,46533,24530,17016,4000,52723,51371,43933,170507,751955.059470063,1,240106
ABC840,22,Retired,206408,24116,28530,11537,2169,67068,15905,44852,31613,244931.8227965981,1,194177
ABC498,20,Employee,324581,31636,24905,9164,5727,35523,110509,48079,279794,339597.36650958995,1,265543
ABC620,44,Self-Employed,588590,37709,6245,8079,2432,24180,48779,44627,30749,633161.6219293193,1,172051
ABC449,54,Student,768577,33500,5795,8453,6515,12474,71210,17253,50463,750674.468330067,1,155200
ABC830,30,Student,173829,23065,28603,11034,7774,58730,94865,35904,274903,151909.0937140947,0,259975
ABC874,47,Retired,481549,41481,25328,18991,8636,29529,76495,46036,339067,526818.3686464552,1,246496
ABC545,42,Self-Employed,408352,12405,17990,10077,8885,71901,57271,44112,298166,479115.2590451969,1,222641
ABC446,44,Retired,92505,45598,21477,13997,2261,77756,38096,28394,84617,80130.04230696583,0,227579
ABC219,35,Employee,492618,49027,29959,19354,6512,10782,55484,37916,234394,576523.3003151607,1,209034
ABC936,44,Entrepreneur,668392,40596,26775,15702,8385,27760,102150,9675,143948,559714.1578394301,1,231043
ABC502,58,Student,748382,14454,28802,16448,5789,60563,75647,43610,216849,796283.0292837514,1,245313
ABC106,50,Employee,182849,47443,29724,10540,6032,44276,100219,30201,63358,205918.04886878954,1,268435
ABC804,50,Self-Employed,768238,47087,29994,11961,3769,44278,13151,16898,222172,711589.0362037213,1,167138
ABC546,42,Employee,704700,46921,11304,12361,8016,41918,45815,28820,399879,805082.2826159082,1,195155
ABC683,31,Entrepreneur,740307,25006,14436,17030,2778,31649,63445,47461,282966,611027.7523851331,1,201805
ABC644,36,Employee,617542,48365,13645,12628,5240,39800,116693,40671,225552,541893.1453999968,1,277042
ABC493,27,Entrepreneur,671466,44831,14275,13215,8151,58927,39498,32485,225351,641061.0288547812,1,211382
ABC517,40,Retired,746527,10131,24133,17169,6193,42402,85474,6363,366721,613259.4038739281,1,191865
ABC648,29,Retired,532965,14105,8252,18475,4608,76368,58663,30509,285950,434772.57635604293,1,210980
ABC483,27,Student,249230,17503,13089,18766,6866,29604,44635,33866,318847,257857.8951872309,0,164329
ABC898,34,Employee,210919,12701,11981,7545,8134,66384,124085,33336,244040,213060.88158353293,0,264166
ABC863,23,Employee,56384,32103,6687,12072,2323,11131,77966,26577,109762,50580.913784074786,0,168859
ABC191,51,Student,359481,10634,13320,5583,3867,46917,64616,2295,208292,343113.9850356873,1,147232
ABC564,51,Student,744825,25655,14402,16627,6665,38725,34511,34727,209983,697953.6522057255,1,171312
ABC167,23,Entrepreneur,572984,17532,15854,10836,2269,21977,88455,39025,221451,483148.8509863083,1,195948
ABC795,39,Self-Employed,62253,42190,18657,9416,5126,36957,48495,45457,296639,69919.41745022855,0,206298
ABC216,29,Self-Employed,575492,39759,28171,12697,8817,79417,111571,13061,215055,671424.4632675671,1,293493
ABC772,24,Self-Employed,797914,16204,24592,18403,9485,62370,67464,46667,265627,677357.300675959,1,245185
ABC423,21,Self-Employed,536389,24175,28283,12920,7245,10593,147883,33085,196233,479476.943462797,1,264184
ABC884,30,Retired,147051,16241,14148,8253,8887,67728,110294,8654,238912,147533.5612157317,0,234205
ABC947,44,Employee,720245,47737,20425,17415,5444,50009,26142,54287,133819,813313.743602792,1,221459
ABC880,42,Self-Employed,417220,26768,7567,11967,6057,76876,140314,59870,137762,365017.0599702792,1,329419
ABC616,39,Student,329214,21144,9730,19588,8374,23837,89304,41350,378575,306980.5056620958,0,213327
ABC597,23,Entrepreneur,475444,40297,24656,6989,7509,67264,139969,31226,185746,405297.52947276505,1,317910
ABC468,45,Self-Employed,119860,37258,27725,19479,2541,79941,136800,30508,72508,107384.46832248064,1,334252
ABC774,24,Employee,352968,16145,12708,18278,4353,13453,109700,54769,89914,344580.09190152853,1,229406
ABC272,39,Student,442041,37578,13853,12028,3012,38389,72106,40342,377515,494430.28868173,1,217308
ABC203,45,Retired,648508,43031,5464,17939,6031,55976,139160,37596,226332,649545.0165473644,1,305197
ABC149,57,Entrepreneur,186600,16529,5059,14307,8965,52569,149301,52441,261019,159741.97104235052,0,299171
ABC216,40,Entrepreneur,752295,38308,14800,15381,4459,64856,81565,6825,173658,674829.9024953668,1,226194
ABC155,33,Employee,707113,40953,9768,8559,9644,49398,62853,18975,399705,649242.5284323415,1,200150
ABC725,20,Entrepreneur,208631,38554,15551,12085,6701,20584,128171,10506,103863,249298.2136200456,1,232152
ABC994,55,Employee,794809,27634,24641,16959,9417,47518,85142,59075,217974,725623.9841692409,1,270386
ABC966,30,Entrepreneur,222533,16595,8948,10729,6574,14000,134843,8809,385034,242816.47242324578,0,200498
ABC375,51,Retired,710170,20666,5895,6901,7520,48408,116619,31303,387997,696660.2800649076,1,237312
ABC795,29,Retired,162138,37188,19716,17815,3679,17778,32016,46777,291292,166111.94665998107,0,174969
ABC551,25,Self-Employed,781361,47083,28718,13834,9202,24024,35835,14225,290168,704979.3450167736,1,172921
ABC905,35,Student,480083,42045,13614,6328,8344,72777,41616,52630,356393,409361.6024610929,1,237354
ABC592,20,Self-Employed,668902,31785,15959,18879,8539,11629,13550,28055,299020,575958.7837793248,1,128396
ABC894,26,Self-Employed,507360,31017,14830,13468,3491,30987,118842,45,20833,520840.1801229113,1,212680
ABC478,22,Retired,469714,46319,8962,13012,7742,20690,65031,58006,113110,382024.0356707692,1,219762
ABC334,55,Student,262851,43178,16751,15437,4352,37811,132688,7,26133,305838.61388660746,1,250224
ABC868,40,Employee,569034,23854,18962,10185,4073,23058,55794,20728,50166,481457.26174187305,1,156654
ABC603,55,Retired,616957,12230,27568,12607,4890,59545,102899,59974,87222,579802.1512456317,1,279713
ABC504,47,Employee,313046,31450,9862,9824,5988,72590,51114,39028,393233,260101.17617199782,0,219856
ABC687,37,Employee,363227,33296,7418,19696,5116,44098,120455,22175,147698,304784.11133864906,1,252254
ABC116,33,Entrepreneur,162318,32069,28878,19317,2424,58828,94258,10088,64742,137316.17123747972,1,245862
ABC366,45,Self-Employed,480191,12497,26625,5933,7703,34955,38356,16785,215038,409628.8612911261,1,142854
ABC805,55,Employee,312908,41373,14453,15559,5947,56823,119513,51385,164759,325720.5601027099,1,305053
ABC378,38,Entrepreneur,201929,23723,16145,11018,3871,25467,75851,47219,86175,170209.3619466927,1,203294
ABC649,56,Entrepreneur,112547,14260,25202,13194,4126,30730,87041,11048,203273,106415.60407651501,0,185601
ABC856,56,Student,245339,36210,7532,9611,7314,36660,12117,717,390589,266889.7685232377,0,110161
ABC239,24,Self-Employed,180248,32555,8640,11621,4802,20698,135688,45968,92348,196063.48132356652,1,259972
ABC924,56,Retired,328613,31247,16771,14553,3680,70988,140135,23319,41708,262915.474847388,1,300693
ABC821,54,Retired,386685,17585,9423,15941,6640,23877,39240,22224,341698,441149.0321884895,1,134930
ABC815,44,Employee,530629,44461,6078,10145,8683,59099,85926,4038,54995,597710.125991029,1,218430
ABC277,28,Student,602136,10017,14331,7173,5006,75748,20594,6258,333014,699968.6805637395,1,139127
ABC863,28,Retired,135732,44772,26331,16046,7512,68446,58272,5331,180799,132260.61040376365,0,226710
ABC645,29,Entrepreneur,284600,33146,24541,7727,6339,43889,94730,38683,169112,253428.45305685388,1,249055
ABC138,42,Self-Employed,354678,11181,23807,17497,4192,66403,30061,54193,124175,417746.58279728505,1,207334
ABC317,56,Student,219336,11603,9287,11446,4396,74078,64819,4685,80841,209536.81998557659,1,180314
ABC556,24,Entrepreneur,480576,21442,7001,13540,9244,17667,38309,29627,208400,522116.0539658779,1,136830
ABC979,23,Student,136819,23800,25491,16610,3973,45909,53710,27038,267127,111498.0727994999,0,196531
ABC143,38,Retired,563946,28247,12633,10377,5083,22751,125916,36968,202446,526117.384480726,1,241975
ABC981,28,Student,178526,44769,19818,12069,3988,18442,89357,46030,72292,211189.3170443306,1,234473
ABC883,44,Retired,450745,34155,28581,9502,9486,27450,27413,16899,102683,476676.2041433712,1,153486
ABC652,30,Entrepreneur,626424,48578,24422,5132,2105,34212,31170,17753,331177,584267.0421538656,1,163372
ABC174,30,Student,760079,49718,5407,14794,8498,55359,82621,17509,329816,899214.1194901309,1,233906
ABC210,49,Entrepreneur,626040,13246,11552,11111,8701,53079,123201,15718,233161,644667.6120434826,1,236608
ABC512,21,Self-Employed,275381,44922,21189,16147,7559,60692,64861,3266,294665,323267.4221480099,1,218636
ABC364,60,Retired,535882,16071,6042,19841,3563,79820,75751,3144,139994,606219.3670992365,1,204232
ABC859,47,Student,131504,39502,23762,17691,4262,34762,103270,49221,364517,109592.72637099065,0,272470
ABC682,20,Retired,409991,24764,12021,15749,3667,12637,48355,55709,341307,466346.31686393183,1,172902
ABC720,26,Student,66555,13627,22297,15821,6328,76148,129672,32725,271319,74106.69946061923,0,296618
ABC709,53,Entrepreneur,643647,40144,12649,7500,2094,41786,31527,45467,184513,626707.0587609754,1,181167
ABC611,35,Self-Employed,186223,18769,26479,8524,2049,27201,78106,3120,265192,168111.39510435108,0,164248
ABC656,43,Self-Employed,166623,29242,16840,12629,4220,43895,149186,16457,349260,139270.40962297423,0,272469
ABC258,20,Self-Employed,347639,42284,6673,8083,9740,66290,132801,15275,333987,333280.74099152425,0,281146
ABC746,36,Self-Employed,313694,44172,22320,11196,4763,38236,71085,21132,54037,299782.70665322716,1,212904
ABC414,24,Student,737446,38474,5022,14121,7368,36348,34895,41562,308407,684980.0596513047,1,177790
ABC466,43,Student,454830,20071,22173,10860,6574,27725,98358,6957,162160,522945.50651126675,1,192718
ABC792,50,Self-Employed,645669,17691,18209,16918,8588,61862,26723,21556,372781,548625.9768478249,1,171547
ABC632,46,Employee,583785,32394,29682,14417,4023,50433,78556,23198,112150,552447.7063730857,1,232703
ABC346,26,Entrepreneur,644017,46597,23192,16750,9441,57040,63460,25708,219443,639389.9067243327,1,242188
ABC114,30,Self-Employed,362457,47340,20339,7677,4996,33024,135887,23288,245996,375476.3868663998,1,272551
ABC254,41,Self-Employed,294146,10371,16801,11215,3192,46757,125967,6621,356521,263337.78634196625,0,220924
ABC424,41,Employee,679520,25944,7417,14708,5169,29600,86533,40956,270376,624085.4718472809,1,210327
ABC229,39,Retired,670165,40797,16707,16854,4544,63813,89835,14424,73859,673009.185903279,1,246974
ABC662,51,Self-Employed,752740,46924,17811,11372,2228,32250,32843,33708,340661,602810.6090929712,1,177136
ABC671,49,Self-Employed,447504,21698,7770,8855,8849,68340,144329,2889,336020,373700.9830199112,1,262730
ABC570,34,Employee,535481,25649,27086,16135,6028,20649,45825,46125,92311,629986.2391282636,1,187497
ABC847,20,Retired,347547,36939,12168,19197,7424,53448,132078,32525,388014,349874.59292237676,0,293779
ABC570,26,Student,172708,19403,10635,9019,2665,77713,48497,28270,199503,170959.99080284435,0,196202
ABC922,53,Self-Employed,231712,30931,27946,9438,7644,31178,35867,18696,86165,250247.61869402067,1,161700
ABC650,22,Self-Employed,286366,40095,23568,7042,5026,68168,25663,39753,29865,338773.5437980414,1,209315
ABC207,26,Self-Employed,81171,49722,6779,7514,9250,50320,40504,49763,32385,68640.44819568125,1,213852
ABC128,59,Self-Employed,516420,17317,5264,19794,6684,69151,39459,50905,342002,619010.5738894639,1,208574
ABC910,37,Student,370401,37669,10927,13780,4519,42186,115743,19807,301547,363170.09358132584,1,244631
ABC581,30,Retired,708382,36073,27674,13072,8105,65037,51181,35732,172392,725165.698756451,1,236874
ABC325,46,Retired,467551,27963,18912,13289,5149,37111,61668,16656,347853,444584.9825417774,1,180748
ABC175,27,Entrepreneur,256896,16556,15064,16352,6666,41533,119491,29975,185882,229043.8742025414,1,245637
